gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Length
AGPAT1,,,,,,,,,,,,,,,,,,,,,,,,,63.563,weak,0.981,54.736999999999995,good,0.995,283
AGPAT3,,,,,,,,,,,,,108.306,good,0.997,99.359,good,0.9890000000000001,84.35799999999999,weak,0.872,,,,50.218999999999994,good,0.996,62.659,good,1.0,376
AGPAT5,326.35200000000003,weak,0.9940000000000001,,,,568.594,weak,0.9390000000000001,,,,,,,270.842,good,0.922,113.196,weak,0.985,77.882,weak,0.9440000000000001,,,,51.226000000000006,good,0.9390000000000001,364
AGPS,,,,,,,,,,136.704,weak,0.91,70.346,good,0.9940000000000001,67.626,good,0.992,83.814,good,0.956,65.14699999999999,good,0.965,43.692,good,0.993,50.846000000000004,good,0.996,658
AGTPBP1,,,,,,,,,,76.914,weak,0.848,,,,,,,,,,58.615,good,0.872,25.388,good,0.996,30.500999999999998,good,1.0,1226
AGTRAP,,,,300.889,weak,0.877,,,,445.835,weak,0.9890000000000001,,,,,,,169.739,weak,0.9890000000000001,278.334,weak,1.0,,,,,,,159
AHCTF1,91.695,good,0.995,86.507,good,0.9990000000000001,128.592,good,0.9890000000000001,119.31299999999999,good,0.997,21.668000000000003,good,0.9840000000000001,21.875,good,0.996,61.166000000000004,good,0.9790000000000001,60.406000000000006,good,0.992,40.796,good,0.996,40.035,good,0.986,2266
AHCY,135.53,good,0.9640000000000001,185.49900000000002,good,0.996,,,,941.831,good,0.95,,,,,,,120.648,good,0.937,89.17399999999999,good,0.941,134.786,good,0.997,140.259,good,0.9990000000000001,432
AHCYL1,55.43600000000001,weak,0.992,60.992,good,0.998,181.85,weak,0.996,134.857,weak,1.0,38.719,good,0.9990000000000001,43.278,good,0.975,,,,48.328,weak,0.988,32.069,good,0.9990000000000001,40.923,good,1.0,530
AHCYL2,146.007,weak,0.865,,,,,,,,,,,,,,,,,,,106.348,weak,0.987,37.504,good,0.9990000000000001,43.27,good,0.9990000000000001,611
AHNAK,93.57600000000001,good,0.988,84.601,good,0.991,120.60600000000001,good,0.99,80.135,good,0.99,32.335,good,0.9990000000000001,30.38,good,0.9990000000000001,35.271,good,0.9990000000000001,34.062,good,0.996,46.658,good,0.945,46.477,good,0.9740000000000001,5890
AHSA1,40.678000000000004,good,0.9940000000000001,47.672,good,1.0,136.566,good,0.9570000000000001,119.31299999999999,weak,0.972,159.997,weak,0.862,,,,47.532,weak,0.983,41.575,good,0.9940000000000001,45.858000000000004,good,0.995,56.286,good,1.0,338
AHSG,,,,,,,,,,,,,,,,22.573,good,0.9059999999999999,,,,,,,,,,,,,367
AIDA,126.209,good,0.995,125.76100000000001,weak,0.9940000000000001,,,,137.14700000000002,weak,0.9329999999999999,,,,,,,11.252,weak,0.85,49.195,weak,0.99,68.883,good,0.997,82.397,good,0.9990000000000001,306
AIFM1,216.543,good,0.975,262.269,good,0.9890000000000001,,,,520.663,good,0.9990000000000001,179.945,good,0.998,188.91299999999998,good,0.996,160.65,good,0.903,128.157,good,0.953,115.00299999999999,good,0.9990000000000001,137.628,good,0.998,613
AIG1,,,,,,,,,,,,,,,,192.687,weak,0.872,,,,,,,,,,,,,238
AIM1,65.723,good,0.986,67.485,good,0.991,,,,99.47200000000001,weak,0.8859999999999999,25.395,weak,0.991,27.250999999999998,good,0.9840000000000001,81.335,good,0.987,69.635,good,0.9940000000000001,,,,,,,344
AIM1,65.723,good,0.986,67.485,good,0.991,,,,99.47200000000001,weak,0.8859999999999999,25.395,weak,0.991,27.250999999999998,good,0.9840000000000001,81.335,good,0.987,69.635,good,0.9940000000000001,,,,,,,530
AIM1,65.723,good,0.986,67.485,good,0.991,,,,99.47200000000001,weak,0.8859999999999999,25.395,weak,0.991,27.250999999999998,good,0.9840000000000001,81.335,good,0.987,69.635,good,0.9940000000000001,,,,,,,1723
AIMP1,76.295,weak,0.987,97.40799999999999,good,0.997,290.753,weak,0.885,316.335,weak,0.9890000000000001,146.512,good,0.987,164.053,good,0.985,102.681,good,0.981,90.419,good,0.995,49.521,good,1.0,65.487,good,0.9990000000000001,312
AIMP2,60.716,weak,0.966,76.86,weak,0.973,377.05300000000005,weak,0.904,,,,170.94400000000002,good,0.992,170.138,good,0.9840000000000001,,,,68.66,weak,0.9129999999999999,63.812,good,0.9890000000000001,67.91,good,0.998,320
AIP,55.147,good,0.995,60.157,good,0.996,140.056,good,0.997,120.554,good,0.998,,,,,,,62.845,good,0.9790000000000001,56.211000000000006,good,0.991,34.832,good,1.0,41.832,good,0.998,330
AIP,55.147,good,0.995,60.157,good,0.996,140.056,good,0.997,120.554,good,0.998,,,,,,,62.845,good,0.9790000000000001,56.211000000000006,good,0.991,34.832,good,1.0,41.832,good,0.998,199
AK1,,,,,,,,,,,,,,,,,,,478.585,weak,0.9059999999999999,190.317,weak,0.9670000000000001,61.157,good,0.993,69.794,good,0.99,194
AK2,159.22899999999998,good,0.937,269.267,good,0.998,882.23,good,0.997,925.252,good,0.972,194.375,good,0.9990000000000001,184.09,good,0.9990000000000001,,,,333.27099999999996,good,0.977,151.145,good,0.992,156.214,good,0.9990000000000001,239
AK3,447.505,weak,0.9840000000000001,460.58,good,0.9940000000000001,,,,,,,199.838,good,0.991,199.455,good,0.988,,,,,,,91.84100000000001,good,0.996,106.10600000000001,good,0.993,227
AKAP1,,,,,,,,,,,,,43.353,good,0.997,42.693000000000005,good,0.995,,,,,,,23.379,good,1.0,28.761999999999997,good,0.998,903
AKAP10,,,,,,,,,,,,,,,,,,,65.566,weak,0.988,,,,,,,48.498999999999995,good,0.9940000000000001,662
AKAP11,20.879,weak,0.992,22.97,good,0.996,,,,,,,,,,,,,16.219,weak,0.937,,,,,,,10.914000000000001,good,0.851,1901
AKAP13,50.567,good,0.998,54.06399999999999,good,1.0,56.795,good,0.997,52.631,good,0.997,33.864000000000004,good,0.991,31.003,good,0.993,50.878,good,0.9690000000000001,47.815,good,0.988,,,,,,,2813
AKAP17A,47.262,weak,0.986,60.169,weak,0.912,135.752,weak,0.977,142.97899999999998,weak,0.981,34.955999999999996,good,0.997,43.339,good,0.996,62.333999999999996,weak,0.987,50.629,good,0.992,,,,,,,695
AKAP2,47.52,good,0.993,44.245,good,0.9990000000000001,,,,,,,24.608,good,0.9840000000000001,24.598000000000003,weak,0.992,,,,,,,,,,,,,859
AKAP7,,,,,,,,,,,,,,,,,,,,,,,,,40.756,weak,0.998,50.217,good,1.0,104
AKAP7,,,,,,,,,,,,,,,,,,,,,,,,,40.756,weak,0.998,50.217,good,1.0,348
AKAP8,69.882,good,0.99,,,,273.996,weak,0.9940000000000001,181.315,weak,0.956,29.804000000000002,weak,0.8759999999999999,39.359,good,0.971,75.782,good,0.99,62.593999999999994,weak,0.938,45.701,good,0.99,50.093,good,0.995,692
AKAP8L,91.7,weak,0.996,101.256,weak,0.975,,,,,,,27.698,good,0.997,26.355,weak,0.953,,,,60.986000000000004,weak,0.988,32.184,weak,0.992,33.46,good,0.995,646
AKAP9,34.852,good,0.9470000000000001,36.339,good,0.998,58.552,weak,0.8859999999999999,,,,30.421999999999997,good,0.998,32.266999999999996,good,0.9990000000000001,51.778999999999996,good,0.937,35.625,good,0.983,22.998,good,0.997,24.585,good,0.997,3907
AKNA,21.305999999999997,good,0.955,19.654,weak,0.997,21.368000000000002,good,0.991,18.247,good,0.99,,,,,,,,,,,,,,,,,,,1439
AKR1A1,110.90299999999999,good,0.966,158.393,good,0.992,865.637,good,0.972,437.26199999999994,good,0.998,,,,,,,60.501999999999995,good,0.9840000000000001,49.913000000000004,good,0.9890000000000001,64.791,good,1.0,67.49,good,0.9990000000000001,325
AKR1B1,226.405,good,0.9890000000000001,254.421,good,0.9990000000000001,624.021,good,0.997,490.392,good,0.9990000000000001,,,,,,,,,,160.63,weak,0.972,,,,,,,316
AKR7A2,274.558,good,0.992,289.144,good,0.997,410.605,weak,0.95,387.714,weak,0.985,312.203,weak,0.897,474.181,good,0.855,316.58,weak,0.998,226.30700000000002,good,0.976,88.181,weak,0.9490000000000001,130.429,good,0.993,359
AKT1,,,,,,,240.91299999999998,good,0.912,,,,,,,,,,66.858,good,0.995,42.727,good,0.8540000000000001,38.94,good,1.0,47.853,good,0.997,480
AKT1S1,,,,,,,,,,,,,,,,,,,,,,,,,43.412,weak,0.892,61.443999999999996,weak,0.899,256
AKT2,44.288000000000004,good,0.992,,,,62.021,weak,0.9740000000000001,95.277,weak,0.992,,,,,,,63.827,weak,0.993,41.086000000000006,weak,0.9990000000000001,,,,61.152,good,0.973,481
ALAD,312.628,weak,0.981,,,,649.262,weak,0.95,317.367,weak,0.883,407.96,weak,0.966,,,,443.56,good,0.9620000000000001,267.786,good,0.95,,,,,,,330
ALB,,,,,,,,,,,,,15.625,good,0.846,15.878,good,0.8809999999999999,,,,,,,,,,,,,609
ALB,,,,,,,,,,,,,15.625,good,0.846,15.878,good,0.8809999999999999,,,,,,,,,,,,,1133
ALCAM,,,,35.141,weak,0.998,,,,,,,38.809,good,0.995,38.088,good,0.998,19.003,weak,0.929,11.642999999999999,weak,0.9490000000000001,46.28,good,0.998,49.763999999999996,good,0.9990000000000001,583
ALDH16A1,163.737,good,0.9990000000000001,179.486,good,0.9940000000000001,551.4590000000001,weak,0.996,,,,,,,,,,142.724,good,0.986,107.12799999999999,good,0.983,,,,,,,802
ALDH18A1,39.748000000000005,good,0.9670000000000001,56.141999999999996,good,0.998,216.453,weak,0.9229999999999999,176.703,weak,0.996,42.99,good,0.998,42.129,good,0.9940000000000001,,,,79.024,good,0.965,57.528999999999996,good,0.9990000000000001,59.416000000000004,good,0.9990000000000001,795
ALDH1A1,,,,,,,,,,,,,246.792,good,0.955,262.139,good,0.973,45.617,good,0.855,32.809,good,0.879,,,,,,,501
ALDH1B1,83.11399999999999,weak,0.955,,,,,,,,,,144.901,good,0.997,146.898,good,0.998,198.683,good,0.924,138.553,weak,0.9640000000000001,67.23100000000001,good,0.9990000000000001,89.759,good,0.9990000000000001,517
ALDH2,39.128,good,0.9840000000000001,56.54,good,0.971,,,,,,,302.406,good,0.9690000000000001,417.707,good,0.995,56.003,good,0.985,46.931000000000004,good,0.972,74.431,good,0.998,93.848,good,0.996,517
ALDH3A2,74.645,weak,0.9570000000000001,77.87,good,0.996,,,,129.916,weak,0.9840000000000001,124.447,good,0.996,119.666,good,0.995,55.071000000000005,good,0.997,40.218,good,0.991,47.63399999999999,good,0.997,57.153999999999996,good,0.9990000000000001,485
ALDH4A1,,,,,,,,,,,,,192.40900000000002,good,0.9990000000000001,234.845,good,0.995,,,,,,,81.031,good,0.9990000000000001,102.04299999999999,good,0.998,563
ALDH5A1,386.76800000000003,good,0.976,453.741,good,0.998,,,,432.02099999999996,good,0.972,243.46599999999998,good,0.99,304.329,good,0.992,,,,24.128,weak,0.977,75.658,good,1.0,99.626,good,0.998,535
ALDH6A1,149.267,weak,0.956,204.80900000000003,good,0.934,341.05300000000005,weak,0.9359999999999999,213.71900000000002,weak,0.996,300.199,good,0.995,370.461,good,0.9990000000000001,,,,122.338,good,0.963,96.74799999999999,good,0.9890000000000001,134.846,good,0.998,535
ALDH7A1,,,,,,,,,,,,,361.173,good,0.982,433.815,good,0.996,,,,223.59900000000002,weak,0.894,,,,189.50400000000002,good,1.0,539
ALDH9A1,453.667,good,0.9940000000000001,595.159,good,0.998,639.689,good,0.992,559.711,good,0.997,209.3,good,0.975,251.27200000000002,good,0.996,204.24599999999998,good,0.9620000000000001,175.78,good,0.976,87.97200000000001,good,0.995,125.304,good,1.0,494
ALDOA,81.27600000000001,good,0.977,105.33200000000001,good,0.997,465.654,good,0.998,385.61400000000003,good,0.9990000000000001,54.42100000000001,good,0.9990000000000001,52.345,good,0.99,129.255,good,0.986,107.975,good,0.972,47.236999999999995,good,0.9890000000000001,60.567,good,0.998,364
ALDOC,169.204,weak,0.97,234.942,good,0.98,413.32800000000003,good,0.9990000000000001,438.218,good,0.998,,,,,,,260.822,weak,0.95,,,,137.935,good,0.9570000000000001,238.15200000000002,good,0.958,364
ALG1,,,,,,,,,,,,,55.769,weak,0.9740000000000001,58.571000000000005,good,0.996,88.866,weak,0.96,,,,,,,44.992,weak,0.9890000000000001,464
ALG11,59.883,weak,0.965,,,,,,,,,,85.94,weak,0.972,94.584,weak,0.976,84.179,weak,0.925,,,,,,,47.047,weak,0.8690000000000001,492
ALG13,,,,53.184,weak,0.997,,,,,,,,,,197.12099999999998,weak,0.8859999999999999,,,,46.158,weak,0.993,,,,93.758,weak,0.9109999999999999,1137
ALG2,43.293,weak,0.951,71.118,weak,0.9329999999999999,,,,,,,326.72,weak,1.0,373.74199999999996,weak,0.978,61.783,weak,0.988,47.343999999999994,weak,0.9590000000000001,43.448,good,1.0,45.596000000000004,good,0.9990000000000001,416
ALG3,107.609,weak,0.982,,,,,,,324.892,weak,0.9670000000000001,,,,,,,102.116,weak,0.987,69.45,weak,0.991,,,,,,,438
ALG5,130.077,weak,0.988,153.952,weak,0.996,538.451,weak,0.8590000000000001,241.625,weak,0.9590000000000001,153.166,good,0.992,232.22099999999998,good,0.987,,,,62.027,weak,0.968,45.885,weak,0.888,73.215,good,0.992,324
ALG6,326.749,weak,0.903,,,,521.455,weak,0.9,290.111,weak,0.972,168.31599999999997,weak,0.9690000000000001,210.155,weak,0.9179999999999999,148.435,weak,0.987,111.249,weak,0.983,,,,,,,507
ALG9,,,,,,,,,,,,,141.876,weak,0.956,140.59799999999998,weak,0.9620000000000001,,,,,,,,,,,,,611
ALKBH4,50.549,weak,0.9179999999999999,,,,,,,93.79899999999999,weak,0.907,,,,,,,49.099,weak,0.978,,,,,,,,,,302
ALKBH5,39.971,weak,0.991,,,,56.018,weak,0.955,52.16,weak,0.99,,,,,,,,,,,,,,,,33.393,weak,0.9890000000000001,394
ALMS1,,,,149.417,weak,0.9940000000000001,,,,,,,,,,,,,,,,,,,,,,,,,4168
ALOX5,388.046,good,0.9940000000000001,456.25699999999995,good,0.996,,,,,,,,,,,,,89.64,good,0.983,73.954,good,0.9940000000000001,,,,,,,674
ALOX5AP,,,,777.442,weak,0.991,,,,,,,,,,,,,147.476,weak,0.9670000000000001,,,,,,,,,,161
ALPL,24.675,weak,0.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,524
ALS2,,,,,,,,,,,,,,,,,,,,,,,,,50.732,weak,0.9790000000000001,55.532,good,0.993,1657
ALYREF,154.326,good,0.982,172.787,good,0.991,,,,,,,127.363,good,0.9740000000000001,93.935,good,0.934,120.22399999999999,weak,0.99,,,,,,,109.698,good,0.997,257
AMACR,,,,,,,,,,,,,346.059,good,0.9840000000000001,404.73699999999997,good,0.9890000000000001,,,,,,,53.373000000000005,weak,0.932,54.3,good,0.973,382
AMBRA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.856,weak,0.8590000000000001,1298
AMDHD2,,,,,,,,,,,,,,,,,,,,,,,,,113.296,weak,0.888,134.982,good,0.9990000000000001,409
AMFR,12.052,weak,0.9670000000000001,11.387,weak,0.9620000000000001,,,,,,,23.796,weak,0.9159999999999999,,,,17.423,weak,0.972,,,,15.522,good,0.981,14.793,good,0.986,643
AMPD2,80.11399999999999,good,0.9440000000000001,120.58200000000001,good,0.998,,,,274.644,good,0.9990000000000001,,,,,,,214.479,good,0.99,131.953,good,0.9259999999999999,49.739,good,0.998,62.233000000000004,good,0.998,879
AMPD3,129.33100000000002,good,0.991,180.896,good,0.993,,,,,,,,,,,,,53.302,good,0.945,44.58,good,0.988,,,,,,,767
AMZ2,,,,,,,,,,,,,,,,,,,,,,,,,25.433000000000003,weak,0.981,32.742,good,0.991,360
ANAPC1,57.773999999999994,weak,0.993,54.27,good,0.9840000000000001,,,,149.815,weak,0.96,75.579,good,0.963,81.345,weak,0.9390000000000001,108.579,weak,0.9420000000000001,73.85,weak,0.98,41.107,good,0.951,57.195,good,0.992,1944
ANAPC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.085,weak,0.991,185
ANAPC4,58.828,weak,0.988,63.93,good,0.9620000000000001,,,,100.39399999999999,weak,0.9740000000000001,56.286,weak,0.993,56.206,weak,0.991,60.278,weak,0.992,48.198,good,0.992,36.452,weak,0.978,41.228,good,0.9890000000000001,808
ANAPC5,,,,48.813,weak,0.978,,,,,,,,,,36.451,weak,0.9940000000000001,95.19,weak,0.9329999999999999,,,,,,,55.623000000000005,good,0.987,755
ANAPC7,,,,,,,,,,,,,41.402,weak,0.8859999999999999,,,,,,,41.76,weak,0.972,26.439,good,0.988,28.076999999999998,good,0.987,599
ANK3,,,,,,,,,,,,,,,,,,,,,,,,,14.288,good,0.9840000000000001,15.940999999999999,good,0.986,4377
ANKFY1,106.37799999999999,good,0.982,136.27,good,0.9990000000000001,300.79400000000004,good,0.9990000000000001,242.44,good,0.998,64.377,good,0.9840000000000001,72.04,good,0.99,82.678,good,0.981,68.48100000000001,good,0.983,59.295,good,1.0,73.296,good,0.9990000000000001,1169
ANKHD1,18.219,weak,0.991,21.166999999999998,weak,0.997,32.830999999999996,weak,0.995,29.479,weak,0.997,,,,35.527,weak,0.9209999999999999,21.815,good,0.99,17.288,weak,0.993,22.788,weak,0.9940000000000001,26.002,good,0.992,2542
ANKLE2,21.469,weak,0.998,23.621,weak,0.991,,,,,,,,,,47.065,good,0.935,38.163000000000004,weak,0.966,,,,22.585,good,0.987,23.701999999999998,good,0.996,938
ANKMY2,77.723,weak,0.991,,,,,,,,,,,,,,,,66.223,weak,0.9390000000000001,38.177,weak,0.972,,,,32.839,good,0.997,441
ANKRD10,15.632,weak,0.9990000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,420
ANKRD12,38.413000000000004,weak,0.9740000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062
ANKRD13A,72.10300000000001,good,0.9940000000000001,82.823,good,0.983,134.24200000000002,weak,0.91,112.42,weak,0.9570000000000001,,,,,,,111.32799999999999,good,0.935,,,,45.352,weak,0.907,37.71,weak,0.9890000000000001,590
ANKRD17,24.625,weak,0.9890000000000001,20.229,weak,0.997,44.691,weak,0.925,,,,48.273,weak,0.96,,,,,,,,,,19.415,good,0.988,23.054000000000002,good,0.988,2603
ANKRD34C,,,,319.435,weak,0.982,,,,,,,,,,,,,,,,,,,,,,,,,535
ANKRD44,105.88799999999999,good,0.9840000000000001,116.191,good,0.998,216.734,good,0.998,204.227,good,0.998,,,,,,,105.45100000000001,good,0.9940000000000001,90.22200000000001,good,0.9940000000000001,43.888999999999996,weak,0.9009999999999999,54.23,good,0.997,993
ANKZF1,25.549,weak,1.0,,,,69.375,weak,0.878,40.241,weak,0.958,,,,,,,,,,,,,,,,,,,726
ANO6,,,,166.743,weak,0.8540000000000001,270.802,weak,0.905,165.49,weak,0.848,70.315,good,0.996,66.867,good,0.997,114.02,weak,0.9840000000000001,82.78299999999999,weak,0.919,,,,64.102,good,0.997,910
ANP32A,205.93099999999998,good,0.9940000000000001,261.64799999999997,good,0.9990000000000001,860.7560000000001,good,0.998,805.6339999999999,good,0.9990000000000001,124.632,good,0.917,115.27799999999999,good,0.986,163.129,good,0.991,152.364,good,0.985,123.103,good,0.997,138.64700000000002,good,0.998,249
ANP32B,109.21799999999999,good,0.987,139.327,good,0.9990000000000001,847.804,good,0.997,731.1189999999999,good,0.986,136.109,good,0.99,135.256,good,0.9109999999999999,171.763,good,0.983,152.07,good,0.991,118.094,good,0.9990000000000001,141.752,good,0.995,251
ANP32E,,,,234.511,good,0.996,696.8530000000001,good,0.998,674.534,good,0.9990000000000001,,,,,,,,,,,,,,,,123.69200000000001,good,0.988,268
ANTXR2,,,,,,,,,,,,,18.410999999999998,weak,0.9309999999999999,,,,,,,,,,,,,,,,489
ANXA1,403.17199999999997,good,0.9670000000000001,458.605,good,0.998,749.5419999999999,good,1.0,426.819,good,0.995,101.564,good,0.986,86.425,good,0.981,280.505,good,0.986,262.80400000000003,good,0.992,114.84899999999999,weak,0.872,71.411,weak,0.985,346
ANXA11,103.53200000000001,good,0.988,134.747,good,0.997,333.471,good,1.0,240.321,good,0.9990000000000001,57.028999999999996,good,0.997,50.903999999999996,good,0.995,67.315,good,0.972,59.431000000000004,good,0.9590000000000001,,,,50.339,good,0.9990000000000001,505
ANXA2,162.793,good,0.99,149.125,good,1.0,1271.1019999999999,good,0.993,427.466,good,0.995,52.599,good,0.998,51.402,good,0.9990000000000001,70.955,good,0.9940000000000001,70.065,good,0.987,86.473,good,0.998,78.19,good,0.9570000000000001,339
ANXA4,383.135,good,0.955,372.06800000000004,good,0.995,,,,338.111,good,0.998,207.84799999999998,good,0.997,172.037,good,0.991,54.942,good,0.985,45.123000000000005,good,0.9890000000000001,49.433,weak,0.872,,,,319
ANXA5,218.362,good,0.9790000000000001,189.11599999999999,good,0.998,497.654,good,1.0,144.434,good,0.9990000000000001,399.528,good,0.9940000000000001,386.714,good,0.993,62.781000000000006,good,0.992,54.853,good,0.9940000000000001,110.805,good,0.988,89.34200000000001,good,0.9670000000000001,320
ANXA6,226.092,good,0.992,336.5,good,0.998,718.085,good,0.9990000000000001,725.54,good,0.997,326.132,good,0.997,283.462,good,0.986,362.50300000000004,good,0.977,368.36199999999997,good,0.951,91.95,good,0.991,126.67200000000001,good,0.996,673
ANXA7,108.42,good,0.996,121.915,good,0.9940000000000001,242.303,good,1.0,195.048,good,1.0,252.74400000000003,good,0.973,274.59,good,0.995,91.163,good,0.9940000000000001,70.293,good,0.987,43.756,good,0.997,56.323,good,0.998,488
AP1B1,83.64399999999999,good,0.993,100.919,good,0.992,,,,308.13599999999997,good,0.943,67.13,good,0.9990000000000001,60.31399999999999,good,0.996,75.705,good,0.983,63.99100000000001,good,0.987,57.275,good,1.0,72.916,good,0.9990000000000001,949
AP1G1,83.397,good,0.995,100.08200000000001,good,0.998,208.708,good,0.99,168.608,good,0.9990000000000001,79.567,good,0.9690000000000001,81.832,good,0.98,97.118,good,0.991,73.238,good,0.985,54.455,good,0.997,68.506,good,1.0,822
AP1G2,71.28399999999999,good,0.9940000000000001,78.102,good,0.9990000000000001,,,,,,,,,,,,,137.893,good,0.973,120.89200000000001,weak,0.985,,,,,,,785
AP1M1,117.802,weak,0.9940000000000001,131.64,good,0.987,224.27900000000002,weak,0.977,196.472,weak,0.968,80.221,good,0.977,81.565,good,0.951,109.787,good,0.997,99.061,good,0.983,60.692,good,0.9990000000000001,85.042,good,0.998,423
AP1S1,75.361,weak,0.986,,,,,,,,,,175.02200000000002,weak,0.899,237.40400000000002,good,0.856,95.71600000000001,weak,0.987,,,,59.153,good,0.9990000000000001,64.127,good,0.997,158
AP1S2,170.265,weak,0.99,218.88099999999997,weak,0.975,,,,427.418,weak,1.0,,,,,,,104.553,weak,0.9940000000000001,89.859,weak,0.985,62.461999999999996,good,0.997,68.458,good,0.9990000000000001,157
AP2A1,60.663000000000004,good,0.986,91.16,good,0.996,244.447,good,0.9890000000000001,217.067,good,1.0,58.266999999999996,good,0.995,53.136,good,0.9990000000000001,115.59700000000001,good,0.99,98.335,good,0.986,56.369,good,1.0,63.108000000000004,good,1.0,977
AP2A2,78.131,weak,0.9179999999999999,,,,,,,201.638,weak,0.998,90.189,good,0.976,92.44,good,0.997,43.908,good,0.9940000000000001,39.719,good,0.99,50.373000000000005,good,1.0,60.32899999999999,good,1.0,939
AP2B1,62.276,weak,0.996,90.22,good,0.998,377.365,weak,0.993,299.497,good,0.996,87.551,good,0.9990000000000001,82.84,good,0.978,106.005,good,0.9940000000000001,102.105,good,0.997,54.665,good,1.0,60.586000000000006,good,1.0,937
AP2M1,50.126999999999995,good,0.993,76.895,weak,0.963,191.755,good,0.996,168.021,good,0.998,81.814,good,1.0,77.273,good,0.998,66.298,good,0.99,55.318999999999996,good,0.99,45.248000000000005,good,0.9990000000000001,51.184,good,1.0,435
